id,value
rel,
rel.loc,
rel.loc.loc-loc,
rel.loc.loc-loc.adjacentBuilding
rel.loc.loc-loc.administrativeDivision,
rel.loc.loc-loc.administrativeDivision.area,
rel.loc.loc-loc.administrativeDivision.area.lieutenancyArea
rel.loc.loc-loc.administrativeDivision.area.principalArea
rel.loc.loc-loc.administrativeDivision.canton
rel.loc.loc-loc.administrativeDivision.county
rel.loc.loc-loc.administrativeDivision.county.ceremonialCounty
rel.loc.loc-loc.administrativeDivision.department
rel.loc.loc-loc.administrativeDivision.department.arrondissement
rel.loc.loc-loc.administrativeDivision.district
rel.loc.loc-loc.administrativeDivision.district.administrativeDistrict
rel.loc.loc-loc.administrativeDivision.district.electoralDistrict
rel.loc.loc-loc.administrativeDivision.diocese
rel.loc.loc-loc.administrativeDivision.frazioni
rel.loc.loc-loc.administrativeDivision.metropolitanBorough
rel.loc.loc-loc.appliesToJurisdiction
rel.loc.loc-loc.archipelago
rel.loc.loc-loc.capitalOf
rel.loc.loc-loc.carries
rel.loc.loc-loc.childAstronomicalBody
rel.loc.loc-loc.city
rel.loc.loc-loc.city.capitalCity
rel.loc.loc-loc.city.largestCity
rel.loc.loc-loc.city.nearestCity
rel.loc.loc-loc.city.twinTown
rel.loc.loc-loc.coextensiveWith
rel.loc.loc-loc.connectingLine
rel.loc.loc-loc.connectingService
rel.loc.loc-loc.connectsWith
rel.loc.loc-loc.constellation
rel.loc.loc-loc.contains
rel.loc.loc-loc.contains.containsAdministrativeUnit
rel.loc.loc-loc.contains.containsSettlement
rel.loc.loc-loc.continent
rel.loc.loc-loc.country
rel.loc.loc-loc.country.basinCountry
rel.loc.loc-loc.country.countryOfOrigin
rel.loc.loc-loc.country.twinCountry
rel.loc.loc-loc.crosses
rel.loc.loc-loc.cultureOf
rel.loc.loc-loc.deepestPoint
rel.loc.loc-loc.diplomaticRelation
rel.loc.loc-loc.drainageBasin
rel.loc.loc-loc.exclaveOf
rel.loc.loc-loc.hasJunctionWith
rel.loc.loc-loc.hasPart
rel.loc.loc-loc.highestPlace
rel.loc.loc-loc.island
rel.loc.loc-loc.island.majorIsland
rel.loc.loc-loc.isPartOf
rel.loc.loc-loc.lake
rel.loc.loc-loc.lakeInflow
rel.loc.loc-loc.lakeOutflow
rel.loc.loc-loc.locatedAt
rel.loc.loc-loc.locatedInAdministrativeUnit
rel.loc.loc-loc.locatedInArea
rel.loc.loc-loc.locatedInArea.locatedInProtectedArea
rel.loc.loc-loc.locatedNearbodyOfWater
rel.loc.loc-loc.locatedOnAstronomicalBody
rel.loc.loc-loc.locatedOnStreet
rel.loc.loc-loc.locatedOnTerrainFeature
rel.loc.loc-loc.lowestPlace
rel.loc.loc-loc.minorPlanetGroup
rel.loc.loc-loc.mountain
rel.loc.loc-loc.mountain.lowestMountain
rel.loc.loc-loc.mountain.mountainRange
rel.loc.loc-loc.mountain.parentMountainPeak
rel.loc.loc-loc.mouthOfWatercourse
rel.loc.loc-loc.mouthOfWatercourse.mouthCountry
rel.loc.loc-loc.mouthOfWatercourse.mouthPlace
rel.loc.loc-loc.mouthOfWatercourse.riverMouth
rel.loc.loc-loc.mouthOfWatercourse.mouthRegion
rel.loc.loc-loc.municipality
rel.loc.loc-loc.municipality.municipalAssociations
rel.loc.loc-loc.municipality.neighboringMunicipality
rel.loc.loc-loc.namedAfter
rel.loc.loc-loc.parentAstronomicalBody
rel.loc.loc-loc.partiallyCoincidentWith
rel.loc.loc-loc.placeServedByTransportHub
rel.loc.loc-loc.primaryDestinations
rel.loc.loc-loc.province
rel.loc.loc-loc.region
rel.loc.loc-loc.region.subregion
rel.loc.loc-loc.replacedBy
rel.loc.loc-loc.replaces
rel.loc.loc-loc.river
rel.loc.loc-loc.routeLocation
rel.loc.loc-loc.routeLocation.routeEnd
rel.loc.loc-loc.routeLocation.routeJunction
rel.loc.loc-loc.routeLocation.routeStart
rel.loc.loc-loc.separatedFrom
rel.loc.loc-loc.sharesBorderWith
rel.loc.loc-loc.siteOfAstronomicalDiscovery
rel.loc.loc-loc.sourceOfWatercourse
rel.loc.loc-loc.sourceOfWatercourse.sourceCountry
rel.loc.loc-loc.sourceOfWatercourse.sourceMountain
rel.loc.loc-loc.sourceOfWatercourse.sourcePlace
rel.loc.loc-loc.sourceOfWatercourse.sourceRegion
rel.loc.loc-loc.startPoint
rel.loc.loc-loc.state
rel.loc.loc-loc.state.federalState
rel.loc.loc-loc.station
rel.loc.loc-loc.station.adjacentStation
rel.loc.loc-loc.station.interchangeStation
rel.loc.loc-loc.terminus
rel.loc.loc-loc.territory
rel.loc.loc-loc.tributary
rel.loc.loc-loc.tributary.leftTributary
rel.loc.loc-loc.tributary.rightTributary
rel.loc.loc-org
rel.loc.loc-org.appliesToJurisdiction
rel.loc.loc-org.architect
rel.loc.loc-org.builder
rel.loc.loc-org.contractor
rel.loc.loc-org.discoverer
rel.loc.loc-org.executiveBody
rel.loc.loc-org.governingBody
rel.loc.loc-org.leaderParty
rel.loc.loc-org.legislativeBody
rel.loc.loc-org.maintainedBy
rel.loc.loc-org.managedBy
rel.loc.loc-org.namedAfter
rel.loc.loc-org.occupant
rel.loc.loc-org.operator
rel.loc.loc-org.operator.trainOperator
rel.loc.loc-org.owner
rel.loc.loc-org.siteOfAstronomicalDiscovery
rel.loc.loc-org.tenant
rel.loc.loc-per
rel.loc.loc-per.architect
rel.loc.loc-per.builder
rel.loc.loc-per.chairperson
rel.loc.loc-per.creator
rel.loc.loc-per.dedicatedTo
rel.loc.loc-per.designer
rel.loc.loc-per.discoverer
rel.loc.loc-per.engineer
rel.loc.loc-per.engineer.structuralEngineer
rel.loc.loc-per.firstAscentPerson
rel.loc.loc-per.founder
rel.loc.loc-per.leader
rel.loc.loc-per.manager
rel.loc.loc-per.namedAfter
rel.loc.loc-per.occupant
rel.loc.loc-per.officeholder
rel.loc.loc-per.officeholder.mayor
rel.loc.loc-per.officeholder.commissionedBy
rel.loc.loc-per.officeholder.headOfGovernment
rel.loc.loc-per.officeholder.headOfState
rel.loc.loc-per.owner
rel.loc.loc-per.patron
rel.loc.loc-per.patron.patronSaint
rel.loc.loc-per.representedBy
rel.loc.loc-per.saint
rel.org
rel.org.org-loc
rel.org.org-loc.airlineHub
rel.org.org-loc.allegiance
rel.org.org-loc.ancestralHome
rel.org.org-loc.appliesToJurisdiction
rel.org.org-loc.battleFoughtAt
rel.org.org-loc.broadcastArea
rel.org.org-loc.campusLocation
rel.org.org-loc.cathedral
rel.org.org-loc.city
rel.org.org-loc.country
rel.org.org-loc.country.countryOfOrigin
rel.org.org-loc.county
rel.org.org-loc.foundingLocation
rel.org.org-loc.garrison
rel.org.org-loc.ground
rel.org.org-loc.ground.homeArena
rel.org.org-loc.ground.stadium
rel.org.org-loc.ground.homeVenue
rel.org.org-loc.headquarter
rel.org.org-loc.headquarter.headquartersLocation
rel.org.org-loc.jurisdiction
rel.org.org-loc.localAuthority
rel.org.org-loc.locatedAt
rel.org.org-loc.namedAfter
rel.org.org-loc.operatingArea
rel.org.org-loc.ownerOf
rel.org.org-loc.region
rel.org.org-loc.regionServed
rel.org.org-loc.state
rel.org.org-loc.targetAirport
rel.org.org-loc.workLocation
rel.org.org-org
rel.org.org-org.affiliation
rel.org.org-org.affiliation.athleticsAffiliation
rel.org.org-org.affiliation.europeanAffiliation
rel.org.org-org.affiliation.nationalAffiliation
rel.org.org-org.affiliation.internationalAffiliation
rel.org.org-org.alliance
rel.org.org-org.alliance.airlineAlliance
rel.org.org-org.archivesAt
rel.org.org-org.associatedWith
rel.org.org-org.associatedWith.band
rel.org.org-org.associatedWith.league
rel.org.org-org.associatedWith.university
rel.org.org-org.associatedWith.stockExchange
rel.org.org-org.authority
rel.org.org-org.broadcastNetwork
rel.org.org-org.broadcastNetwork.formerBroadcastNetwork
rel.org.org-org.businessDivision
rel.org.org-org.club
rel.org.org-org.club.parentClub
rel.org.org-org.commandStructure
rel.org.org-org.company
rel.org.org-org.company.distributingCompany
rel.org.org-org.company.owningCompany
rel.org.org-org.company.parentCompany
rel.org.org-org.designatedAsTerroristBy
rel.org.org-org.developer
rel.org.org-org.distributingLabel
rel.org.org-org.division
rel.org.org-org.executiveBody
rel.org.org-org.followedBy
rel.org.org-org.follows
rel.org.org-org.hasPart
rel.org.org-org.influencedBy
rel.org.org-org.investor
rel.org.org-org.isPartOf
rel.org.org-org.legislativeBody
rel.org.org-org.legislativeBody.house
rel.org.org-org.localAuthority
rel.org.org-org.makesProductFor
rel.org.org-org.manufacturer
rel.org.org-org.memberOf
rel.org.org-org.mergedIntoParty
rel.org.org-org.militaryBranch
rel.org.org-org.namedAfter
rel.org.org-org.operator
rel.org.org-org.organization
rel.org.org-org.organization.childOrganization
rel.org.org-org.organization.foundingOrganization
rel.org.org-org.organization.parentOrganization
rel.org.org-org.owner
rel.org.org-org.ownerOf
rel.org.org-org.participant
rel.org.org-org.partnershipWith
rel.org.org-org.politicalParty
rel.org.org-org.politicalParty.politicalPartyInLegislature
rel.org.org-org.politicalParty.politicalPartyOfLeader
rel.org.org-org.predecessor
rel.org.org-org.publisher
rel.org.org-org.recordLabel
rel.org.org-org.religion
rel.org.org-org.religion.religiousOrder
rel.org.org-org.replacedBy
rel.org.org-org.replaces
rel.org.org-org.represents
rel.org.org-org.rival
rel.org.org-org.splitFromParty
rel.org.org-org.sponsor
rel.org.org-org.subsidiary
rel.org.org-org.subsidiary.sisterStation
rel.org.org-org.successor
rel.org.org-per
rel.org.org-per.alumni
rel.org.org-per.architect
rel.org.org-per.associatedWith
rel.org.org-per.associatedWith.associatedMusicalArtist
rel.org.org-per.captain
rel.org.org-per.chairperson
rel.org.org-per.chief
rel.org.org-per.chief.chiefExecutiveOfficer
rel.org.org-per.coach
rel.org.org-per.coach.headCoach
rel.org.org-per.creator
rel.org.org-per.crewMember
rel.org.org-per.director
rel.org.org-per.editor
rel.org.org-per.flagBearer
rel.org.org-per.founder
rel.org.org-per.head
rel.org.org-per.influencedBy
rel.org.org-per.investor
rel.org.org-per.leader
rel.org.org-per.manager
rel.org.org-per.manager.generalManager
rel.org.org-per.member
rel.org.org-per.member.bandMember
rel.org.org-per.member.bandMember.formerBandMember
rel.org.org-per.member.boardMember
rel.org.org-per.musicalConductor
rel.org.org-per.namedAfter
rel.org.org-per.officeholder
rel.org.org-per.officeholder.chairman
rel.org.org-per.officeholder.chancellor
rel.org.org-per.officeholder.commander
rel.org.org-per.officeholder.commander.notableCommander
rel.org.org-per.officeholder.commander.secondCommander
rel.org.org-per.officeholder.dean
rel.org.org-per.officeholder.president
rel.org.org-per.officeholder.secretaryGeneral
rel.org.org-per.officeholder.viceChancellor
rel.org.org-per.owner
rel.org.org-per.participant
rel.org.org-per.patron
rel.org.org-per.patron.schoolPatron
rel.org.org-per.patron.patronSaint
rel.org.org-per.people
rel.org.org-per.people.keyPeople
rel.org.org-per.performer
rel.org.org-per.rector
rel.org.org-per.signatory
rel.org.org-per.sponsor
rel.org.org-per.student
rel.per
rel.per.per-loc
rel.per.per-loc.ancestralHome
rel.per.per-loc.archivesAt
rel.per.per-loc.awardedAt
rel.per.per-loc.battleFoughtAt
rel.per.per-loc.beatifiedPlace
rel.per.per-loc.billedFrom
rel.per.per-loc.bodyDiscoveredPlcae
rel.per.per-loc.canonizedPlace
rel.per.per-loc.country
rel.per.per-loc.country.countryForSport
rel.per.per-loc.country.countryOfCitizenship
rel.per.per-loc.country.countryOfOrigin
rel.per.per-loc.country.nationality
rel.per.per-loc.district
rel.per.per-loc.district.electoralDistrict
rel.per.per-loc.exhibitionHistory
rel.per.per-loc.hometown
rel.per.per-loc.honouredAt
rel.per.per-loc.locatedAt
rel.per.per-loc.majorShrine
rel.per.per-loc.missionAt
rel.per.per-loc.notableWork
rel.per.per-loc.officeholder
rel.per.per-loc.officeholder.commanderOf
rel.per.per-loc.ownerOf
rel.per.per-loc.permanentResidentOf
rel.per.per-loc.placeOfBirth
rel.per.per-loc.placeOfBurial
rel.per.per-loc.placeOfDeath
rel.per.per-loc.placeOfDetention
rel.per.per-loc.region
rel.per.per-loc.residence
rel.per.per-loc.restingPlace
rel.per.per-loc.significantBuilding
rel.per.per-loc.significantProject
rel.per.per-loc.state
rel.per.per-loc.state.stateOfOrigin
rel.per.per-loc.workLocation
rel.per.per-org
rel.per.per-org.affiliation
rel.per.per-org.agency
rel.per.per-org.allegiance
rel.per.per-org.almaMater
rel.per.per-org.archivesAt
rel.per.per-org.associatedWith
rel.per.per-org.associatedWith.band
rel.per.per-org.associatedWith.institution
rel.per.per-org.associatedWith.institution.professorshipAt
rel.per.per-org.associatedWith.league
rel.per.per-org.associatedWith.league.prospectLeague
rel.per.per-org.awardedBy
rel.per.per-org.battleFaughtUnder
rel.per.per-org.boardMemberOf
rel.per.per-org.chairpersonOf
rel.per.per-org.chiefExecutiveOfficerOf
rel.per.per-org.club
rel.per.per-org.club.managerOfClub
rel.per.per-org.coachOf
rel.per.per-org.coachOf.formerCoachOf
rel.per.per-org.coachOf.headCoachOf
rel.per.per-org.directorOf
rel.per.per-org.draftedBy
rel.per.per-org.educatedAt
rel.per.per-org.educatedAt.college
rel.per.per-org.educatedAt.highSchool
rel.per.per-org.educatedAt.highSchool.formerHighSchool
rel.per.per-org.educatedAt.school
rel.per.per-org.educatedAt.university
rel.per.per-org.employer
rel.per.per-org.family
rel.per.per-org.founderOf
rel.per.per-org.isPartOf
rel.per.per-org.managerOf
rel.per.per-org.memberOf
rel.per.per-org.memberOf.currentMemberOf
rel.per.per-org.memberOf.memberOfMovement
rel.per.per-org.memberOf.memberOfPoliticalParty
rel.per.per-org.memberOf.memberOfParliament
rel.per.per-org.militaryBranch
rel.per.per-org.militaryUnit
rel.per.per-org.officeholder
rel.per.per-org.officeholder.commanderOf
rel.per.per-org.ownerOf
rel.per.per-org.participantOf
rel.per.per-org.positionHeldAt
rel.per.per-org.recordLabel
rel.per.per-org.religion
rel.per.per-org.religion.religiousOrder
rel.per.per-org.sponsoredBy
rel.per.per-org.team
rel.per.per-org.team.coachedTeam
rel.per.per-org.team.debutTeam
rel.per.per-org.team.draftTeam
rel.per.per-org.team.formerTeam
rel.per.per-org.team.nationalTeam
rel.per.per-org.team.prospectTeam
rel.per.per-org.team.sportsTeam
rel.per.per-org.trainedAt
rel.per.per-per
rel.per.per-per.advisor
rel.per.per-per.advisor.academicAdvisor
rel.per.per-per.advisor.doctoralAdvisor
rel.per.per-per.appointedBy
rel.per.per-per.associatedWith
rel.per.per-per.associatedWith.associate
rel.per.per-per.associatedWith.associatedMusicalArtist
rel.per.per-per.awardedBy
rel.per.per-per.beatifiedBy
rel.per.per-per.canonizedBy
rel.per.per-per.choreographer
rel.per.per-per.choreographer.formerChoreographer
rel.per.per-per.coachOf
rel.per.per-per.coachOf.headCoachOf
rel.per.per-per.coachOf.formerCoachOf
rel.per.per-per.consecrator
rel.per.per-per.employer
rel.per.per-per.relative
rel.per.per-per.relative.child
rel.per.per-per.relative.parent
rel.per.per-per.relative.parent.father
rel.per.per-per.relative.parent.mother
rel.per.per-per.relative.parent.stepParent
rel.per.per-per.relative.sibling
rel.per.per-per.relative.spouse
rel.per.per-per.influenced
rel.per.per-per.influencedBy
rel.per.per-per.inspiredBy
rel.per.per-per.namedAfter
rel.per.per-per.officeholder
rel.per.per-per.officeholder.deputy
rel.per.per-per.officeholder.inOfficeChancellor
rel.per.per-per.officeholder.inOfficeGovernor
rel.per.per-per.officeholder.inOfficeGovernorGeneral
rel.per.per-per.officeholder.inOfficeLieutenant
rel.per.per-per.officeholder.inOfficeMonarch
rel.per.per-per.officeholder.inOfficePresident
rel.per.per-per.officeholder.inOfficePrimeMinister
rel.per.per-per.officeholder.inOfficeVicePresident
rel.per.per-per.officeholder.inOfficeVicePrimeMinister
rel.per.per-per.opponent
rel.per.per-per.partner
rel.per.per-per.partner.currentPartner
rel.per.per-per.partner.formerPartner
rel.per.per-per.partner.professionalPartner
rel.per.per-per.partner.sportsPartner
rel.per.per-per.predecessor
rel.per.per-per.replacedBy
rel.per.per-per.replaces
rel.per.per-per.sponsoredBy
rel.per.per-per.student
rel.per.per-per.student.doctoralStudent
rel.per.per-per.student.notableStudent
rel.per.per-per.studentOf
rel.per.per-per.successor
rel.per.per-per.trainer
